Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
176,Exit Long,Close entry(s) order buy,2023-12-13 09:40,26.98,732,256.20,1.31,9760.56,1.31,329.40,1.69,43.92,0.23
176,Entry Long,buy,2023-12-12 15:40,26.63,732,256.20,1.31,9760.56,1.31,329.40,1.69,43.92,0.23
175,Exit Long,Close entry(s) order buy,2023-12-12 15:35,26.67,731,51.17,0.26,9504.36,0.26,87.72,0.45,0,0
175,Entry Long,buy,2023-12-12 14:35,26.60,731,51.17,0.26,9504.36,0.26,87.72,0.45,0,0
174,Exit Long,Close entry(s) order buy,2023-12-12 12:35,26.39,737,-154.77,-0.79,9453.19,-0.79,51.59,0.26,361.13,1.84
174,Entry Long,buy,2023-12-12 11:05,26.60,737,-154.77,-0.79,9453.19,-0.79,51.59,0.26,361.13,1.84
173,Exit Long,Close entry(s) order buy,2023-12-11 14:35,26.19,748,59.84,0.31,9607.96,0.31,201.96,1.03,0,0
173,Entry Long,buy,2023-12-11 13:40,26.11,748,59.84,0.31,9607.96,0.31,201.96,1.03,0,0
172,Exit Long,Close entry(s) order buy,2023-12-11 13:35,26.16,746,447.60,2.35,9548.12,2.34,455.06,2.39,59.68,0.31
172,Entry Long,buy,2023-12-11 12:00,25.56,746,447.60,2.35,9548.12,2.34,455.06,2.39,59.68,0.31
171,Exit Long,Close entry(s) order buy,2023-12-11 11:35,25.30,755,-60.40,-0.32,9100.52,-0.32,256.70,1.34,188.75,0.99
171,Entry Long,buy,2023-12-11 10:05,25.38,755,-60.40,-0.32,9100.52,-0.32,256.70,1.34,188.75,0.99
170,Exit Long,Close entry(s) order buy,2023-11-27 14:35,23.28,823,106.99,0.56,9160.92,0.56,320.97,1.68,16.46,0.09
170,Entry Long,buy,2023-11-27 11:35,23.15,823,106.99,0.56,9160.92,0.56,320.97,1.68,16.46,0.09
169,Exit Long,Close entry(s) order buy,2023-11-27 10:35,23.06,825,321.75,1.72,9053.93,1.72,338.25,1.81,57.75,0.31
169,Entry Long,buy,2023-11-27 09:35,22.67,825,321.75,1.72,9053.93,1.72,338.25,1.81,57.75,0.31
168,Exit Long,Close entry(s) order buy,2023-11-22 14:35,23.16,809,-226.52,-1.19,8732.18,-1.19,32.36,0.17,242.70,1.28
168,Entry Long,buy,2023-11-22 12:35,23.44,809,-226.52,-1.19,8732.18,-1.19,32.36,0.17,242.70,1.28
167,Exit Long,Close entry(s) order buy,2023-11-21 09:40,23.40,810,-631.80,-3.23,8958.70,-3.23,194.40,0.99,720.90,3.68
167,Entry Long,buy,2023-11-20 14:40,24.18,810,-631.80,-3.23,8958.70,-3.23,194.40,0.99,720.90,3.68
166,Exit Long,Close entry(s) order buy,2023-11-20 14:35,24.12,812,170.52,0.88,9590.50,0.88,194.88,1,8.12,0.04
166,Entry Long,buy,2023-11-20 13:20,23.91,812,170.52,0.88,9590.50,0.88,194.88,1,8.12,0.04
165,Exit Long,Close entry(s) order buy,2023-11-20 12:35,23.64,821,254.51,1.33,9419.98,1.33,353.03,1.84,8.21,0.04
165,Entry Long,buy,2023-11-20 09:50,23.33,821,254.51,1.33,9419.98,1.33,353.03,1.84,8.21,0.04
164,Exit Long,Close entry(s) order buy,2023-11-17 15:35,23.07,830,265.60,1.41,9165.47,1.41,448.20,2.37,33.20,0.18
164,Entry Long,buy,2023-11-17 11:35,22.75,830,265.60,1.41,9165.47,1.41,448.20,2.37,33.20,0.18
163,Exit Long,Close entry(s) order buy,2023-11-15 12:35,22.77,830,99.60,0.53,8899.87,0.53,439.90,2.34,390.10,2.08
163,Entry Long,buy,2023-11-15 09:50,22.65,830,99.60,0.53,8899.87,0.53,439.90,2.34,390.10,2.08
162,Exit Long,Close entry(s) order buy,2023-11-15 09:40,22.66,829,431.08,2.35,8800.27,2.35,439.37,2.39,24.87,0.14
162,Entry Long,buy,2023-11-14 15:05,22.14,829,431.08,2.35,8800.27,2.35,439.37,2.39,24.87,0.14
161,Exit Long,Close entry(s) order buy,2023-11-14 14:35,22.07,831,-24.93,-0.14,8369.19,-0.14,66.48,0.36,149.58,0.81
161,Entry Long,buy,2023-11-14 12:40,22.10,831,-24.93,-0.14,8369.19,-0.14,66.48,0.36,149.58,0.81
160,Exit Long,Close entry(s) order buy,2023-11-14 12:35,22.07,833,83.30,0.46,8394.12,0.45,99.96,0.55,0,0
160,Entry Long,buy,2023-11-14 12:25,21.97,833,83.30,0.46,8394.12,0.45,99.96,0.55,0,0
159,Exit Long,Close entry(s) order buy,2023-11-14 11:35,22.02,831,-33.24,-0.18,8310.82,-0.18,224.37,1.22,58.17,0.32
159,Entry Long,buy,2023-11-14 10:35,22.06,831,-33.24,-0.18,8310.82,-0.18,224.37,1.22,58.17,0.32
158,Exit Long,Close entry(s) order buy,2023-11-10 15:35,20.64,889,817.88,4.67,8344.06,4.67,942.34,5.38,80.01,0.46
158,Entry Long,buy,2023-11-10 11:35,19.72,889,817.88,4.67,8344.06,4.67,942.34,5.38,80.01,0.46
157,Exit Long,Close entry(s) order buy,2023-11-09 12:35,19.44,901,702.78,4.18,7526.18,4.18,928.03,5.52,135.15,0.8
157,Entry Long,buy,2023-11-08 14:35,18.66,901,702.78,4.18,7526.18,4.18,928.03,5.52,135.15,0.8
156,Exit Long,Close entry(s) order buy,2023-11-08 09:40,18.88,890,169.10,1.02,6823.40,1.02,186.90,1.12,178.00,1.07
156,Entry Long,buy,2023-11-07 14:35,18.69,890,169.10,1.02,6823.40,1.02,186.90,1.12,178.00,1.07
155,Exit Long,Close entry(s) order buy,2023-11-03 15:35,18.52,899,107.88,0.65,6654.30,0.65,323.64,1.96,62.93,0.38
155,Entry Long,buy,2023-11-03 13:40,18.40,899,107.88,0.65,6654.30,0.65,323.64,1.96,62.93,0.38
154,Exit Long,Close entry(s) order buy,2023-11-03 13:35,18.39,899,80.91,0.49,6546.42,0.49,107.88,0.66,44.95,0.27
154,Entry Long,buy,2023-11-03 12:40,18.30,899,80.91,0.49,6546.42,0.49,107.88,0.66,44.95,0.27
153,Exit Long,Close entry(s) order buy,2023-11-03 12:35,18.32,898,188.58,1.16,6465.51,1.16,206.54,1.27,0,0
153,Entry Long,buy,2023-11-03 12:05,18.11,898,188.58,1.16,6465.51,1.16,206.54,1.27,0,0
152,Exit Long,Close entry(s) order buy,2023-11-03 11:35,18.09,900,-72.00,-0.44,6276.93,-0.44,27.00,0.17,378.00,2.31
152,Entry Long,buy,2023-11-03 10:05,18.17,900,-72.00,-0.44,6276.93,-0.44,27.00,0.17,378.00,2.31
151,Exit Long,Close entry(s) order buy,2023-11-02 15:35,17.25,948,66.36,0.41,6348.93,0.41,218.04,1.34,9.48,0.06
151,Entry Long,buy,2023-11-02 14:40,17.18,948,66.36,0.41,6348.93,0.41,218.04,1.34,9.48,0.06
150,Exit Long,Close entry(s) order buy,2023-11-02 14:35,17.19,947,246.22,1.54,6282.57,1.54,284.10,1.77,9.47,0.06
150,Entry Long,buy,2023-11-02 12:50,16.93,947,246.22,1.54,6282.57,1.54,284.10,1.77,9.47,0.06
149,Exit Long,Close entry(s) order buy,2023-11-02 12:35,16.90,948,9.48,0.06,6036.35,0.06,28.44,0.18,66.36,0.41
149,Entry Long,buy,2023-11-02 12:20,16.89,948,9.48,0.06,6036.35,0.06,28.44,0.18,66.36,0.41
148,Exit Long,Close entry(s) order buy,2023-11-02 11:35,16.89,948,-28.44,-0.18,6026.87,-0.18,161.16,1,502.44,3.13
148,Entry Long,buy,2023-11-02 09:40,16.92,948,-28.44,-0.18,6026.87,-0.18,161.16,1,502.44,3.13
147,Exit Long,Close entry(s) order buy,2023-10-17 13:35,19.28,832,-174.72,-1.08,6055.31,-1.08,224.64,1.39,224.64,1.39
147,Entry Long,buy,2023-10-17 11:35,19.49,832,-174.72,-1.08,6055.31,-1.08,224.64,1.39,224.64,1.39
146,Exit Long,Close entry(s) order buy,2023-10-17 09:40,18.39,882,-1155.42,-6.65,6230.03,-6.65,202.86,1.17,1340.64,7.72
146,Entry Long,buy,2023-10-16 15:05,19.70,882,-1155.42,-6.65,6230.03,-6.65,202.86,1.17,1340.64,7.72
145,Exit Long,Close entry(s) order buy,2023-10-16 13:35,19.62,886,-230.36,-1.31,7385.45,-1.31,97.46,0.55,407.56,2.31
145,Entry Long,buy,2023-10-16 10:35,19.88,886,-230.36,-1.31,7385.45,-1.31,97.46,0.55,407.56,2.31
144,Exit Long,Close entry(s) order buy,2023-10-12 13:35,20.73,849,365.07,2.12,7615.81,2.12,1069.74,6.21,25.47,0.15
144,Entry Long,buy,2023-10-11 15:35,20.30,849,365.07,2.12,7615.81,2.12,1069.74,6.21,25.47,0.15
143,Exit Long,Close entry(s) order buy,2023-10-11 11:35,20.23,853,-187.66,-1.08,7250.74,-1.08,93.83,0.54,221.78,1.27
143,Entry Long,buy,2023-10-11 11:05,20.45,853,-187.66,-1.08,7250.74,-1.08,93.83,0.54,221.78,1.27
142,Exit Long,Close entry(s) order buy,2023-10-10 13:35,20.04,870,548.10,3.25,7438.40,3.25,1052.70,6.23,0,0
142,Entry Long,buy,2023-10-10 09:40,19.41,870,548.10,3.25,7438.40,3.25,1052.70,6.23,0,0
141,Exit Long,Close entry(s) order buy,2023-10-09 15:35,19.35,872,0,0,6890.30,0,148.24,0.88,43.60,0.26
141,Entry Long,buy,2023-10-09 14:35,19.35,872,0,0,6890.30,0,148.24,0.88,43.60,0.26
140,Exit Long,Close entry(s) order buy,2023-10-09 09:40,18.81,898,-655.54,-3.74,6890.30,-3.74,215.52,1.23,906.98,5.17
140,Entry Long,buy,2023-10-06 13:40,19.54,898,-655.54,-3.74,6890.30,-3.74,215.52,1.23,906.98,5.17
139,Exit Long,Close entry(s) order buy,2023-10-06 13:35,19.52,898,826.16,4.95,7545.84,4.94,844.12,5.05,89.80,0.54
139,Entry Long,buy,2023-10-06 10:35,18.60,898,826.16,4.95,7545.84,4.94,844.12,5.05,89.80,0.54
138,Exit Long,Close entry(s) order buy,2023-10-06 09:40,17.82,938,-412.72,-2.41,6719.68,-2.41,365.82,2.14,459.62,2.68
138,Entry Long,buy,2023-10-05 12:35,18.26,938,-412.72,-2.41,6719.68,-2.41,365.82,2.14,459.62,2.68
137,Exit Long,Close entry(s) order buy,2023-10-05 10:35,18.18,941,-150.56,-0.87,7132.40,-0.87,498.73,2.89,348.17,2.02
137,Entry Long,buy,2023-10-04 14:50,18.34,941,-150.56,-0.87,7132.40,-0.87,498.73,2.89,348.17,2.02
136,Exit Long,Close entry(s) order buy,2023-10-04 13:35,18.25,947,-142.05,-0.82,7282.96,-0.82,217.81,1.25,198.87,1.14
136,Entry Long,buy,2023-10-04 11:35,18.40,947,-142.05,-0.82,7282.96,-0.82,217.81,1.25,198.87,1.14
135,Exit Long,Close entry(s) order buy,2023-10-03 10:35,18.66,933,-307.89,-1.74,7425.01,-1.74,363.87,2.05,419.85,2.37
135,Entry Long,buy,2023-10-03 09:40,18.99,933,-307.89,-1.74,7425.01,-1.74,363.87,2.05,419.85,2.37
134,Exit Long,Close entry(s) order buy,2023-10-02 12:35,18.88,939,-469.50,-2.58,7732.90,-2.58,9.39,0.05,544.62,2.99
134,Entry Long,buy,2023-10-02 11:35,19.38,939,-469.50,-2.58,7732.90,-2.58,9.39,0.05,544.62,2.99
133,Exit Long,Close entry(s) order buy,2023-09-29 11:35,19.09,953,-505.09,-2.7,8202.40,-2.7,0,0,514.62,2.75
133,Entry Long,buy,2023-09-29 10:05,19.62,953,-505.09,-2.7,8202.40,-2.7,0,0,514.62,2.75
132,Exit Long,Close entry(s) order buy,2023-09-05 15:35,24.24,771,0,0,8707.49,0,262.14,1.4,77.10,0.41
132,Entry Long,buy,2023-09-05 12:35,24.24,771,0,0,8707.49,0,262.14,1.4,77.10,0.41
131,Exit Long,Close entry(s) order buy,2023-09-05 09:40,23.82,785,-196.25,-1.04,8707.49,-1.04,7.85,0.04,439.60,2.33
131,Entry Long,buy,2023-09-01 15:35,24.07,785,-196.25,-1.04,8707.49,-1.04,7.85,0.04,439.60,2.33
130,Exit Long,Close entry(s) order buy,2023-09-01 11:35,23.81,793,15.86,0.08,8903.74,0.08,198.25,1.05,134.81,0.71
130,Entry Long,buy,2023-09-01 10:35,23.79,793,15.86,0.08,8903.74,0.08,198.25,1.05,134.81,0.71
129,Exit Long,Close entry(s) order buy,2023-08-31 15:35,23.93,789,-55.23,-0.29,8887.88,-0.29,102.57,0.54,173.58,0.92
129,Entry Long,buy,2023-08-31 13:35,24.00,789,-55.23,-0.29,8887.88,-0.29,102.57,0.54,173.58,0.92
128,Exit Long,Close entry(s) order buy,2023-08-31 11:35,23.77,797,-334.74,-1.74,8943.11,-1.74,71.73,0.37,342.71,1.78
128,Entry Long,buy,2023-08-31 10:35,24.19,797,-334.74,-1.74,8943.11,-1.74,71.73,0.37,342.71,1.78
127,Exit Long,Close entry(s) order buy,2023-08-30 14:35,23.33,826,-247.80,-1.27,9277.85,-1.27,0,0,388.22,1.99
127,Entry Long,buy,2023-08-30 13:40,23.63,826,-247.80,-1.27,9277.85,-1.27,0,0,388.22,1.99
126,Exit Long,Close entry(s) order buy,2023-08-30 13:35,23.64,825,82.50,0.42,9525.65,0.42,132.00,0.68,49.50,0.25
126,Entry Long,buy,2023-08-30 12:05,23.54,825,82.50,0.42,9525.65,0.42,132.00,0.68,49.50,0.25
125,Exit Long,Close entry(s) order buy,2023-08-29 15:35,23.18,838,8.38,0.04,9443.15,0.04,117.32,0.6,8.38,0.04
125,Entry Long,buy,2023-08-29 15:05,23.17,838,8.38,0.04,9443.15,0.04,117.32,0.6,8.38,0.04
124,Exit Long,Close entry(s) order buy,2023-08-29 14:35,23.21,836,0,0,9434.77,0,25.08,0.13,133.76,0.69
124,Entry Long,buy,2023-08-29 13:45,23.21,836,0,0,9434.77,0,25.08,0.13,133.76,0.69
123,Exit Long,Close entry(s) order buy,2023-08-29 13:35,23.18,838,1583.82,8.88,9434.77,8.87,1608.96,9.02,268.16,1.5
123,Entry Long,buy,2023-08-28 15:50,21.29,838,1583.82,8.88,9434.77,8.87,1608.96,9.02,268.16,1.5
122,Exit Long,Close entry(s) order buy,2023-08-28 15:35,21.16,843,-25.29,-0.14,7850.95,-0.14,42.15,0.24,134.88,0.76
122,Entry Long,buy,2023-08-28 15:05,21.19,843,-25.29,-0.14,7850.95,-0.14,42.15,0.24,134.88,0.76
121,Exit Long,Close entry(s) order buy,2023-08-28 14:35,21.07,848,-67.84,-0.38,7876.24,-0.38,279.84,1.56,237.44,1.32
121,Entry Long,buy,2023-08-28 12:50,21.15,848,-67.84,-0.38,7876.24,-0.38,279.84,1.56,237.44,1.32
120,Exit Long,Close entry(s) order buy,2023-08-28 12:35,20.91,858,-163.02,-0.9,7944.08,-0.9,17.16,0.09,291.72,1.61
120,Entry Long,buy,2023-08-28 11:40,21.10,858,-163.02,-0.9,7944.08,-0.9,17.16,0.09,291.72,1.61
119,Exit Long,Close entry(s) order buy,2023-08-28 11:35,21.07,859,257.70,1.44,8107.10,1.44,704.38,3.95,206.16,1.16
119,Entry Long,buy,2023-08-25 14:35,20.77,859,257.70,1.44,8107.10,1.44,704.38,3.95,206.16,1.16
118,Exit Long,Close entry(s) order buy,2023-08-24 09:40,23.02,775,248.00,1.41,7849.40,1.41,945.50,5.37,100.75,0.57
118,Entry Long,buy,2023-08-23 15:05,22.70,775,248.00,1.41,7849.40,1.41,945.50,5.37,100.75,0.57
117,Exit Long,Close entry(s) order buy,2023-08-23 14:35,22.52,781,46.86,0.27,7601.40,0.27,171.82,0.98,124.96,0.71
117,Entry Long,buy,2023-08-23 12:45,22.46,781,46.86,0.27,7601.40,0.27,171.82,0.98,124.96,0.71
116,Exit Long,Close entry(s) order buy,2023-08-23 12:35,22.43,782,179.86,1.04,7554.54,1.04,289.34,1.67,62.56,0.36
116,Entry Long,buy,2023-08-23 10:35,22.20,782,179.86,1.04,7554.54,1.04,289.34,1.67,62.56,0.36
115,Exit Long,Close entry(s) order buy,2023-08-22 10:35,21.67,801,-496.62,-2.78,7374.68,-2.78,80.10,0.45,536.67,3.01
115,Entry Long,buy,2023-08-22 09:40,22.29,801,-496.62,-2.78,7374.68,-2.78,80.10,0.45,536.67,3.01
114,Exit Long,Close entry(s) order buy,2023-08-02 09:40,26.98,662,-1045.96,-5.53,7871.30,-5.53,105.92,0.56,1264.42,6.69
114,Entry Long,buy,2023-08-01 14:35,28.56,662,-1045.96,-5.53,7871.30,-5.53,105.92,0.56,1264.42,6.69
113,Exit Long,Close entry(s) order buy,2023-07-31 15:35,28.21,670,-174.20,-0.91,8917.26,-0.91,53.60,0.28,194.30,1.02
113,Entry Long,buy,2023-07-31 14:05,28.47,670,-174.20,-0.91,8917.26,-0.91,53.60,0.28,194.30,1.02
112,Exit Long,Close entry(s) order buy,2023-07-31 13:35,28.38,672,-107.52,-0.56,9091.46,-0.56,33.60,0.18,255.36,1.33
112,Entry Long,buy,2023-07-31 12:35,28.54,672,-107.52,-0.56,9091.46,-0.56,33.60,0.18,255.36,1.33
111,Exit Long,Close entry(s) order buy,2023-07-31 11:35,28.37,676,135.20,0.71,9198.98,0.71,392.08,2.06,141.96,0.75
111,Entry Long,buy,2023-07-28 15:40,28.17,676,135.20,0.71,9198.98,0.71,392.08,2.06,141.96,0.75
110,Exit Long,Close entry(s) order buy,2023-07-28 15:35,28.27,673,0,0,9063.78,0,6.73,0.04,121.14,0.64
110,Entry Long,buy,2023-07-28 15:20,28.27,673,0,0,9063.78,0,6.73,0.04,121.14,0.64
109,Exit Long,Close entry(s) order buy,2023-07-28 12:35,28.24,674,229.16,1.22,9063.78,1.22,363.96,1.94,202.20,1.08
109,Entry Long,buy,2023-07-28 10:05,27.90,674,229.16,1.22,9063.78,1.22,363.96,1.94,202.20,1.08
108,Exit Long,Close entry(s) order buy,2023-07-19 09:40,28.13,669,187.32,1.01,8834.62,1,468.30,2.51,0,0
108,Entry Long,buy,2023-07-18 14:05,27.85,669,187.32,1.01,8834.62,1,468.30,2.51,0,0
107,Exit Long,Close entry(s) order buy,2023-07-18 09:40,27.28,683,-218.56,-1.16,8647.30,-1.16,628.36,3.33,293.69,1.56
107,Entry Long,buy,2023-07-17 13:25,27.60,683,-218.56,-1.16,8647.30,-1.16,628.36,3.33,293.69,1.56
106,Exit Long,Close entry(s) order buy,2023-07-14 11:35,27.65,683,204.90,1.1,8865.86,1.1,464.44,2.49,177.58,0.95
106,Entry Long,buy,2023-07-14 09:45,27.35,683,204.90,1.1,8865.86,1.1,464.44,2.49,177.58,0.95
105,Exit Long,Close entry(s) order buy,2023-07-14 09:40,27.63,675,445.50,2.45,8660.96,2.45,492.75,2.71,6.75,0.04
105,Entry Long,buy,2023-07-13 14:55,26.97,675,445.50,2.45,8660.96,2.45,492.75,2.71,6.75,0.04
104,Exit Long,Close entry(s) order buy,2023-07-13 14:35,26.95,675,290.25,1.62,8215.46,1.62,344.25,1.92,6.75,0.04
104,Entry Long,buy,2023-07-13 11:50,26.52,675,290.25,1.62,8215.46,1.62,344.25,1.92,6.75,0.04
103,Exit Long,Close entry(s) order buy,2023-07-13 11:35,26.36,680,-102.00,-0.57,7925.21,-0.57,115.60,0.64,204.00,1.13
103,Entry Long,buy,2023-07-13 09:50,26.51,680,-102.00,-0.57,7925.21,-0.57,115.60,0.64,204.00,1.13
102,Exit Long,Close entry(s) order buy,2023-07-12 15:35,25.72,700,42.00,0.23,8027.21,0.23,133.00,0.74,70.00,0.39
102,Entry Long,buy,2023-07-12 13:35,25.66,700,42.00,0.23,8027.21,0.23,133.00,0.74,70.00,0.39
101,Exit Long,Close entry(s) order buy,2023-07-12 11:35,25.51,705,1057.50,6.25,7985.21,6.25,1205.55,7.12,77.55,0.46
101,Entry Long,buy,2023-07-11 15:05,24.01,705,1057.50,6.25,7985.21,6.25,1205.55,7.12,77.55,0.46
100,Exit Long,Close entry(s) order buy,2023-07-11 10:35,23.91,707,-360.57,-2.09,6927.71,-2.09,21.21,0.12,579.74,3.36
100,Entry Long,buy,2023-07-11 09:40,24.42,707,-360.57,-2.09,6927.71,-2.09,21.21,0.12,579.74,3.36
99,Exit Long,Close entry(s) order buy,2023-07-05 10:35,24.95,692,62.28,0.36,7288.28,0.36,110.72,0.64,173.00,1.01
99,Entry Long,buy,2023-07-05 09:35,24.86,692,62.28,0.36,7288.28,0.36,110.72,0.64,173.00,1.01
98,Exit Long,Close entry(s) order buy,2023-06-16 09:40,25.85,666,-319.68,-1.82,7226.00,-1.82,306.36,1.75,419.58,2.39
98,Entry Long,buy,2023-06-15 15:35,26.33,666,-319.68,-1.82,7226.00,-1.82,306.36,1.75,419.58,2.39
97,Exit Long,Close entry(s) order buy,2023-06-14 13:35,25.88,677,-176.02,-0.99,7545.68,-0.99,13.54,0.08,304.65,1.72
97,Entry Long,buy,2023-06-14 12:55,26.14,677,-176.02,-0.99,7545.68,-0.99,13.54,0.08,304.65,1.72
96,Exit Long,Close entry(s) order buy,2023-06-14 12:35,26.05,680,-61.20,-0.34,7721.70,-0.34,122.40,0.69,115.60,0.65
96,Entry Long,buy,2023-06-14 11:35,26.14,680,-61.20,-0.34,7721.70,-0.34,122.40,0.69,115.60,0.65
95,Exit Long,Close entry(s) order buy,2023-06-13 13:35,25.78,689,6.89,0.04,7782.90,0.04,165.36,0.93,206.70,1.16
95,Entry Long,buy,2023-06-13 12:50,25.77,689,6.89,0.04,7782.90,0.04,165.36,0.93,206.70,1.16
94,Exit Long,Close entry(s) order buy,2023-06-13 12:35,25.78,689,1198.86,7.24,7776.01,7.23,1405.56,8.49,6.89,0.04
94,Entry Long,buy,2023-06-12 13:40,24.04,689,1198.86,7.24,7776.01,7.23,1405.56,8.49,6.89,0.04
93,Exit Long,Close entry(s) order buy,2023-06-12 13:35,24.02,690,193.20,1.18,6577.15,1.18,262.20,1.6,89.70,0.55
93,Entry Long,buy,2023-06-12 10:35,23.74,690,193.20,1.18,6577.15,1.18,262.20,1.6,89.70,0.55
92,Exit Long,Close entry(s) order buy,2023-06-09 15:35,22.38,732,-124.44,-0.75,6383.95,-0.75,87.84,0.53,197.64,1.2
92,Entry Long,buy,2023-06-09 14:05,22.55,732,-124.44,-0.75,6383.95,-0.75,87.84,0.53,197.64,1.2
91,Exit Long,Close entry(s) order buy,2023-06-09 11:35,22.50,733,-476.45,-2.81,6508.39,-2.81,249.22,1.47,564.41,3.33
91,Entry Long,buy,2023-06-09 09:45,23.15,733,-476.45,-2.81,6508.39,-2.81,249.22,1.47,564.41,3.33
90,Exit Long,Close entry(s) order buy,2023-06-09 09:40,23.19,732,710.04,4.37,6984.84,4.36,841.80,5.18,14.64,0.09
90,Entry Long,buy,2023-06-08 14:50,22.22,732,710.04,4.37,6984.84,4.36,841.80,5.18,14.64,0.09
