Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
378,Exit Long,Close entry(s) order buy,2023-12-26 11:35,50.95,399,0,0,10352.85,0,51.87,0.26,75.81,0.37
378,Entry Long,buy,2023-12-26 09:45,50.95,399,0,0,10352.85,0,51.87,0.26,75.81,0.37
377,Exit Long,Close entry(s) order buy,2023-12-26 09:40,50.82,400,164.00,0.81,10352.85,0.81,204.00,1.01,92.00,0.46
377,Entry Long,buy,2023-12-22 15:05,50.41,400,164.00,0.81,10352.85,0.81,204.00,1.01,92.00,0.46
376,Exit Long,Close entry(s) order buy,2023-12-22 14:35,49.84,405,-287.55,-1.4,10188.85,-1.4,81.00,0.4,364.50,1.78
376,Entry Long,buy,2023-12-22 11:40,50.55,405,-287.55,-1.4,10188.85,-1.4,81.00,0.4,364.50,1.78
375,Exit Long,Close entry(s) order buy,2023-12-22 11:35,50.61,404,238.36,1.18,10476.40,1.18,371.68,1.84,8.08,0.04
375,Entry Long,buy,2023-12-21 15:35,50.02,404,238.36,1.18,10476.40,1.18,371.68,1.84,8.08,0.04
374,Exit Long,Close entry(s) order buy,2023-12-20 14:35,50.58,400,-168.00,-0.82,10238.04,-0.82,76.00,0.37,204.00,1
374,Entry Long,buy,2023-12-20 11:50,51.00,400,-168.00,-0.82,10238.04,-0.82,76.00,0.37,204.00,1
373,Exit Long,Close entry(s) order buy,2023-12-20 11:35,50.89,400,24.00,0.12,10406.04,0.12,176.00,0.87,196.00,0.96
373,Entry Long,buy,2023-12-19 15:40,50.83,400,24.00,0.12,10406.04,0.12,176.00,0.87,196.00,0.96
372,Exit Long,Close entry(s) order buy,2023-12-19 15:35,50.84,400,40.00,0.2,10382.04,0.2,68.00,0.34,80.00,0.39
372,Entry Long,buy,2023-12-19 12:40,50.74,400,40.00,0.2,10382.04,0.2,68.00,0.34,80.00,0.39
371,Exit Long,Close entry(s) order buy,2023-12-19 12:35,50.76,400,100.00,0.49,10342.04,0.49,172.00,0.85,36.00,0.18
371,Entry Long,buy,2023-12-19 09:50,50.51,400,100.00,0.49,10342.04,0.49,172.00,0.85,36.00,0.18
370,Exit Long,Close entry(s) order buy,2023-12-19 09:40,50.70,399,55.86,0.28,10242.04,0.28,71.82,0.36,107.73,0.53
370,Entry Long,buy,2023-12-18 14:45,50.56,399,55.86,0.28,10242.04,0.28,71.82,0.36,107.73,0.53
369,Exit Long,Close entry(s) order buy,2023-12-18 14:35,50.42,400,328.00,1.65,10186.18,1.65,400.00,2.02,56.00,0.28
369,Entry Long,buy,2023-12-18 09:45,49.60,400,328.00,1.65,10186.18,1.65,400.00,2.02,56.00,0.28
368,Exit Long,Close entry(s) order buy,2023-12-18 09:40,49.61,400,136.00,0.69,9858.18,0.69,200.00,1.01,36.00,0.18
368,Entry Long,buy,2023-12-15 15:35,49.27,400,136.00,0.69,9858.18,0.69,200.00,1.01,36.00,0.18
367,Exit Long,Close entry(s) order buy,2023-12-15 12:35,49.50,398,-19.90,-0.1,9722.18,-0.1,95.52,0.48,67.66,0.34
367,Entry Long,buy,2023-12-15 10:35,49.55,398,-19.90,-0.1,9722.18,-0.1,95.52,0.48,67.66,0.34
366,Exit Long,Close entry(s) order buy,2023-12-14 13:35,48.20,409,-323.11,-1.61,9742.08,-1.61,98.16,0.49,392.64,1.96
366,Entry Long,buy,2023-12-14 12:20,48.99,409,-323.11,-1.61,9742.08,-1.61,98.16,0.49,392.64,1.96
365,Exit Long,Close entry(s) order buy,2023-12-14 10:35,49.09,408,293.76,1.49,10065.19,1.49,550.80,2.79,146.88,0.74
365,Entry Long,buy,2023-12-13 14:35,48.37,408,293.76,1.49,10065.19,1.49,550.80,2.79,146.88,0.74
364,Exit Long,Close entry(s) order buy,2023-12-13 11:35,47.37,417,341.94,1.76,9771.43,1.76,521.25,2.69,4.17,0.02
364,Entry Long,buy,2023-12-12 13:40,46.55,417,341.94,1.76,9771.43,1.76,521.25,2.69,4.17,0.02
363,Exit Long,Close entry(s) order buy,2023-12-12 13:35,46.51,417,33.36,0.17,9429.49,0.17,58.38,0.3,41.70,0.22
363,Entry Long,buy,2023-12-12 12:40,46.43,417,33.36,0.17,9429.49,0.17,58.38,0.3,41.70,0.22
362,Exit Long,Close entry(s) order buy,2023-12-12 12:35,46.45,417,204.33,1.07,9396.13,1.06,262.71,1.37,158.46,0.83
362,Entry Long,buy,2023-12-11 15:40,45.96,417,204.33,1.07,9396.13,1.06,262.71,1.37,158.46,0.83
361,Exit Long,Close entry(s) order buy,2023-12-11 15:35,45.87,418,-25.08,-0.13,9191.80,-0.13,20.90,0.11,50.16,0.26
361,Entry Long,buy,2023-12-11 15:15,45.93,418,-25.08,-0.13,9191.80,-0.13,20.90,0.11,50.16,0.26
360,Exit Long,Close entry(s) order buy,2023-12-11 14:35,45.95,418,259.16,1.37,9216.88,1.37,313.50,1.65,29.26,0.15
360,Entry Long,buy,2023-12-11 11:55,45.33,418,259.16,1.37,9216.88,1.37,313.50,1.65,29.26,0.15
359,Exit Long,Close entry(s) order buy,2023-12-11 11:35,45.13,420,-4.20,-0.02,8957.72,-0.02,231.00,1.22,37.80,0.2
359,Entry Long,buy,2023-12-11 09:45,45.14,420,-4.20,-0.02,8957.72,-0.02,231.00,1.22,37.80,0.2
358,Exit Long,Close entry(s) order buy,2023-12-11 09:40,45.14,420,67.20,0.36,8961.92,0.36,88.20,0.47,155.40,0.82
358,Entry Long,buy,2023-12-08 15:40,44.98,420,67.20,0.36,8961.92,0.36,88.20,0.47,155.40,0.82
357,Exit Long,Close entry(s) order buy,2023-12-08 15:35,44.89,420,180.60,0.97,8894.72,0.97,226.80,1.21,4.20,0.02
357,Entry Long,buy,2023-12-08 12:40,44.46,420,180.60,0.97,8894.72,0.97,226.80,1.21,4.20,0.02
356,Exit Long,Close entry(s) order buy,2023-12-08 12:35,44.43,421,96.83,0.52,8714.12,0.52,143.14,0.77,105.25,0.57
356,Entry Long,buy,2023-12-08 11:40,44.20,421,96.83,0.52,8714.12,0.52,143.14,0.77,105.25,0.57
355,Exit Long,Close entry(s) order buy,2023-12-08 11:35,44.44,418,129.58,0.7,8617.29,0.7,346.94,1.88,121.22,0.66
355,Entry Long,buy,2023-12-08 09:50,44.13,418,129.58,0.7,8617.29,0.7,346.94,1.88,121.22,0.66
354,Exit Long,Close entry(s) order buy,2023-12-05 11:35,43.09,429,214.50,1.17,8487.71,1.17,476.19,2.61,137.28,0.75
354,Entry Long,buy,2023-12-04 14:35,42.59,429,214.50,1.17,8487.71,1.17,476.19,2.61,137.28,0.75
353,Exit Long,Close entry(s) order buy,2023-12-04 13:35,42.56,429,-107.25,-0.58,8273.21,-0.58,8.58,0.05,124.41,0.68
353,Entry Long,buy,2023-12-04 13:05,42.81,429,-107.25,-0.58,8273.21,-0.58,8.58,0.05,124.41,0.68
352,Exit Long,Close entry(s) order buy,2023-12-04 09:40,42.88,428,-462.24,-2.46,8380.46,-2.45,162.64,0.86,543.56,2.89
352,Entry Long,buy,2023-12-01 14:10,43.96,428,-462.24,-2.46,8380.46,-2.45,162.64,0.86,543.56,2.89
351,Exit Long,Close entry(s) order buy,2023-12-01 13:35,44.11,427,145.18,0.78,8842.70,0.78,286.09,1.53,89.67,0.48
351,Entry Long,buy,2023-12-01 11:35,43.77,427,145.18,0.78,8842.70,0.78,286.09,1.53,89.67,0.48
350,Exit Long,Close entry(s) order buy,2023-12-01 10:35,43.22,432,-112.32,-0.6,8697.52,-0.6,108.00,0.57,237.60,1.26
350,Entry Long,buy,2023-12-01 09:45,43.48,432,-112.32,-0.6,8697.52,-0.6,108.00,0.57,237.60,1.26
349,Exit Long,Close entry(s) order buy,2023-11-29 15:35,44.18,425,-76.50,-0.41,8809.84,-0.41,85.00,0.45,89.25,0.47
349,Entry Long,buy,2023-11-29 14:40,44.36,425,-76.50,-0.41,8809.84,-0.41,85.00,0.45,89.25,0.47
348,Exit Long,Close entry(s) order buy,2023-11-29 14:35,44.53,424,-42.40,-0.22,8886.34,-0.22,38.16,0.2,63.60,0.34
348,Entry Long,buy,2023-11-29 13:45,44.63,424,-42.40,-0.22,8886.34,-0.22,38.16,0.2,63.60,0.34
347,Exit Long,Close entry(s) order buy,2023-11-29 13:35,44.55,424,16.96,0.09,8928.74,0.09,139.92,0.74,21.20,0.11
347,Entry Long,buy,2023-11-29 12:05,44.51,424,16.96,0.09,8928.74,0.09,139.92,0.74,21.20,0.11
346,Exit Long,Close entry(s) order buy,2023-11-29 11:35,44.37,426,115.02,0.61,8911.78,0.61,690.12,3.67,8.52,0.05
346,Entry Long,buy,2023-11-28 15:35,44.10,426,115.02,0.61,8911.78,0.61,690.12,3.67,8.52,0.05
345,Exit Long,Close entry(s) order buy,2023-11-28 14:35,43.99,427,-17.08,-0.09,8796.76,-0.09,38.43,0.2,64.05,0.34
345,Entry Long,buy,2023-11-28 13:40,44.03,427,-17.08,-0.09,8796.76,-0.09,38.43,0.2,64.05,0.34
344,Exit Long,Close entry(s) order buy,2023-11-28 13:35,44.02,427,-222.04,-1.17,8813.84,-1.17,25.62,0.13,337.33,1.77
344,Entry Long,buy,2023-11-28 11:35,44.54,427,-222.04,-1.17,8813.84,-1.17,25.62,0.13,337.33,1.77
343,Exit Long,Close entry(s) order buy,2023-11-28 09:40,43.91,433,-177.53,-0.93,9035.88,-0.92,30.31,0.16,229.49,1.2
343,Entry Long,buy,2023-11-27 15:35,44.32,433,-177.53,-0.93,9035.88,-0.92,30.31,0.16,229.49,1.2
342,Exit Long,Close entry(s) order buy,2023-11-27 14:35,44.31,433,4.33,0.02,9213.41,0.02,190.52,0.99,99.59,0.52
342,Entry Long,buy,2023-11-27 10:40,44.30,433,4.33,0.02,9213.41,0.02,190.52,0.99,99.59,0.52
341,Exit Long,Close entry(s) order buy,2023-11-27 10:35,44.33,433,181.86,0.96,9209.08,0.96,216.50,1.14,60.62,0.32
341,Entry Long,buy,2023-11-27 09:35,43.91,433,181.86,0.96,9209.08,0.96,216.50,1.14,60.62,0.32
340,Exit Long,Close entry(s) order buy,2023-11-24 09:40,44.18,430,-124.70,-0.65,9027.22,-0.65,12.90,0.07,189.20,0.99
340,Entry Long,buy,2023-11-22 15:35,44.47,430,-124.70,-0.65,9027.22,-0.65,12.90,0.07,189.20,0.99
339,Exit Long,Close entry(s) order buy,2023-11-22 14:35,44.51,430,-77.40,-0.4,9151.92,-0.4,73.10,0.38,197.80,1.03
339,Entry Long,buy,2023-11-22 10:35,44.69,430,-77.40,-0.4,9151.92,-0.4,73.10,0.38,197.80,1.03
338,Exit Long,Close entry(s) order buy,2023-11-21 09:40,44.04,436,-270.32,-1.39,9229.32,-1.39,122.08,0.63,366.24,1.88
338,Entry Long,buy,2023-11-20 14:40,44.66,436,-270.32,-1.39,9229.32,-1.39,122.08,0.63,366.24,1.88
337,Exit Long,Close entry(s) order buy,2023-11-20 14:35,44.62,437,201.02,1.04,9499.64,1.04,205.39,1.06,39.33,0.2
337,Entry Long,buy,2023-11-20 12:40,44.16,437,201.02,1.04,9499.64,1.04,205.39,1.06,39.33,0.2
336,Exit Long,Close entry(s) order buy,2023-11-20 12:35,44.15,437,209.76,1.1,9298.62,1.1,253.46,1.33,78.66,0.41
336,Entry Long,buy,2023-11-20 09:45,43.67,437,209.76,1.1,9298.62,1.1,253.46,1.33,78.66,0.41
335,Exit Long,Close entry(s) order buy,2023-11-20 09:40,43.75,436,34.88,0.18,9088.86,0.18,78.48,0.41,0,0
335,Entry Long,buy,2023-11-20 09:35,43.67,436,34.88,0.18,9088.86,0.18,78.48,0.41,0,0
334,Exit Long,Close entry(s) order buy,2023-11-17 15:35,43.06,442,97.24,0.51,9053.98,0.51,291.72,1.54,26.52,0.14
334,Entry Long,buy,2023-11-17 11:40,42.84,442,97.24,0.51,9053.98,0.51,291.72,1.54,26.52,0.14
333,Exit Long,Close entry(s) order buy,2023-11-17 11:35,42.85,442,0,0,8956.74,0,39.78,0.21,123.76,0.65
333,Entry Long,buy,2023-11-17 10:40,42.85,442,0,0,8956.74,0,39.78,0.21,123.76,0.65
332,Exit Long,Close entry(s) order buy,2023-11-17 10:35,42.83,442,-88.40,-0.46,8956.74,-0.46,79.56,0.42,194.48,1.02
332,Entry Long,buy,2023-11-16 15:35,43.03,442,-88.40,-0.46,8956.74,-0.46,79.56,0.42,194.48,1.02
331,Exit Long,Close entry(s) order buy,2023-11-15 15:35,43.20,440,-13.20,-0.07,9045.14,-0.07,66.00,0.35,114.40,0.6
331,Entry Long,buy,2023-11-15 14:05,43.23,440,-13.20,-0.07,9045.14,-0.07,66.00,0.35,114.40,0.6
330,Exit Long,Close entry(s) order buy,2023-11-15 12:35,43.22,440,-132.00,-0.69,9058.34,-0.69,114.40,0.6,215.60,1.13
330,Entry Long,buy,2023-11-15 09:45,43.52,440,-132.00,-0.69,9058.34,-0.69,114.40,0.6,215.60,1.13
329,Exit Long,Close entry(s) order buy,2023-11-15 09:40,43.58,440,290.40,1.54,9190.34,1.54,365.20,1.93,30.80,0.16
329,Entry Long,buy,2023-11-14 14:40,42.92,440,290.40,1.54,9190.34,1.54,365.20,1.93,30.80,0.16
328,Exit Long,Close entry(s) order buy,2023-11-14 14:35,42.89,440,30.80,0.16,8899.94,0.16,96.80,0.51,127.60,0.68
328,Entry Long,buy,2023-11-14 12:40,42.82,440,30.80,0.16,8899.94,0.16,96.80,0.51,127.60,0.68
327,Exit Long,Close entry(s) order buy,2023-11-14 12:35,42.74,441,-57.33,-0.3,8869.14,-0.3,0,0,119.07,0.63
327,Entry Long,buy,2023-11-14 11:50,42.87,441,-57.33,-0.3,8869.14,-0.3,0,0,119.07,0.63
326,Exit Long,Close entry(s) order buy,2023-11-14 11:35,42.84,441,97.02,0.52,8926.47,0.52,233.73,1.24,8.82,0.05
326,Entry Long,buy,2023-11-14 09:50,42.62,441,97.02,0.52,8926.47,0.52,233.73,1.24,8.82,0.05
325,Exit Long,Close entry(s) order buy,2023-11-14 09:40,42.64,441,934.92,5.23,8829.45,5.22,961.38,5.38,74.97,0.42
325,Entry Long,buy,2023-11-13 15:40,40.52,441,934.92,5.23,8829.45,5.22,961.38,5.38,74.97,0.42
324,Exit Long,Close entry(s) order buy,2023-11-13 15:35,40.56,441,-8.82,-0.05,7894.53,-0.05,61.74,0.34,70.56,0.39
324,Entry Long,buy,2023-11-13 13:45,40.58,441,-8.82,-0.05,7894.53,-0.05,61.74,0.34,70.56,0.39
323,Exit Long,Close entry(s) order buy,2023-11-13 13:35,40.37,443,-48.73,-0.27,7903.35,-0.27,26.58,0.15,70.88,0.4
323,Entry Long,buy,2023-11-13 12:40,40.48,443,-48.73,-0.27,7903.35,-0.27,26.58,0.15,70.88,0.4
322,Exit Long,Close entry(s) order buy,2023-11-13 12:35,40.48,443,13.29,0.07,7952.08,0.07,119.61,0.67,48.73,0.27
322,Entry Long,buy,2023-11-13 11:20,40.45,443,13.29,0.07,7952.08,0.07,119.61,0.67,48.73,0.27
321,Exit Long,Close entry(s) order buy,2023-11-13 10:35,40.27,445,356.00,2.03,7938.79,2.02,605.20,3.45,35.60,0.2
321,Entry Long,buy,2023-11-10 11:35,39.47,445,356.00,2.03,7938.79,2.02,605.20,3.45,35.60,0.2
320,Exit Long,Close entry(s) order buy,2023-11-09 13:35,39.17,448,120.96,0.69,7582.79,0.69,143.36,0.82,138.88,0.8
320,Entry Long,buy,2023-11-09 13:05,38.90,448,120.96,0.69,7582.79,0.69,143.36,0.82,138.88,0.8
319,Exit Long,Close entry(s) order buy,2023-11-09 12:35,39.31,444,106.56,0.61,7461.83,0.61,279.72,1.61,0,0
319,Entry Long,buy,2023-11-09 10:50,39.07,444,106.56,0.61,7461.83,0.61,279.72,1.61,0,0
318,Exit Long,Close entry(s) order buy,2023-11-09 10:35,38.96,445,-106.80,-0.61,7355.27,-0.61,155.75,0.89,133.50,0.77
318,Entry Long,buy,2023-11-08 15:45,39.20,445,-106.80,-0.61,7355.27,-0.61,155.75,0.89,133.50,0.77
317,Exit Long,Close entry(s) order buy,2023-11-08 15:35,38.99,447,8.94,0.05,7462.07,0.05,98.34,0.56,26.82,0.15
317,Entry Long,buy,2023-11-08 13:35,38.97,447,8.94,0.05,7462.07,0.05,98.34,0.56,26.82,0.15
316,Exit Long,Close entry(s) order buy,2023-11-08 10:35,38.93,448,-17.92,-0.1,7453.13,-0.1,94.08,0.54,62.72,0.36
316,Entry Long,buy,2023-11-08 10:05,38.97,448,-17.92,-0.1,7453.13,-0.1,94.08,0.54,62.72,0.36
315,Exit Long,Close entry(s) order buy,2023-11-08 09:40,39.36,443,13.29,0.08,7471.05,0.08,39.87,0.23,172.77,0.99
315,Entry Long,buy,2023-11-07 15:40,39.33,443,13.29,0.08,7471.05,0.08,39.87,0.23,172.77,0.99
314,Exit Long,Close entry(s) order buy,2023-11-07 15:35,39.28,444,137.64,0.8,7457.76,0.79,177.60,1.03,22.20,0.13
314,Entry Long,buy,2023-11-07 12:50,38.97,444,137.64,0.8,7457.76,0.79,177.60,1.03,22.20,0.13
313,Exit Long,Close entry(s) order buy,2023-11-07 12:35,38.92,444,475.08,2.83,7320.12,2.82,643.80,3.83,48.84,0.29
313,Entry Long,buy,2023-11-06 15:35,37.85,444,475.08,2.83,7320.12,2.82,643.80,3.83,48.84,0.29
312,Exit Long,Close entry(s) order buy,2023-11-06 13:35,37.47,449,-121.23,-0.72,6845.04,-0.71,13.47,0.08,188.58,1.11
312,Entry Long,buy,2023-11-06 13:05,37.74,449,-121.23,-0.72,6845.04,-0.71,13.47,0.08,188.58,1.11
311,Exit Long,Close entry(s) order buy,2023-11-06 12:35,37.81,448,-17.92,-0.11,6966.27,-0.11,120.96,0.71,80.64,0.48
311,Entry Long,buy,2023-11-06 09:50,37.85,448,-17.92,-0.11,6966.27,-0.11,120.96,0.71,80.64,0.48
310,Exit Long,Close entry(s) order buy,2023-11-03 15:35,37.70,450,-58.50,-0.34,6984.19,-0.34,67.50,0.4,76.50,0.45
310,Entry Long,buy,2023-11-03 14:40,37.83,450,-58.50,-0.34,6984.19,-0.34,67.50,0.4,76.50,0.45
309,Exit Long,Close entry(s) order buy,2023-11-03 14:35,37.78,451,72.16,0.43,7042.69,0.43,90.20,0.53,58.63,0.35
309,Entry Long,buy,2023-11-03 13:40,37.62,451,72.16,0.43,7042.69,0.43,90.20,0.53,58.63,0.35
308,Exit Long,Close entry(s) order buy,2023-11-03 13:35,37.62,450,135.00,0.8,6970.53,0.8,184.50,1.1,27.00,0.16
308,Entry Long,buy,2023-11-03 11:40,37.32,450,135.00,0.8,6970.53,0.8,184.50,1.1,27.00,0.16
307,Exit Long,Close entry(s) order buy,2023-11-03 11:35,37.32,451,135.30,0.81,6835.53,0.81,207.46,1.24,139.81,0.84
307,Entry Long,buy,2023-11-03 09:45,37.02,451,135.30,0.81,6835.53,0.81,207.46,1.24,139.81,0.84
306,Exit Long,Close entry(s) order buy,2023-11-03 09:40,36.65,455,127.40,0.77,6700.23,0.77,250.25,1.51,50.05,0.3
306,Entry Long,buy,2023-11-02 15:40,36.37,455,127.40,0.77,6700.23,0.77,250.25,1.51,50.05,0.3
305,Exit Long,Close entry(s) order buy,2023-11-02 15:35,36.29,456,4.56,0.03,6572.83,0.03,41.04,0.25,22.80,0.14
305,Entry Long,buy,2023-11-02 14:40,36.28,456,4.56,0.03,6572.83,0.03,41.04,0.25,22.80,0.14
304,Exit Long,Close entry(s) order buy,2023-11-02 14:35,36.24,457,4.57,0.03,6568.27,0.03,41.13,0.25,36.56,0.22
304,Entry Long,buy,2023-11-02 13:40,36.23,457,4.57,0.03,6568.27,0.03,41.13,0.25,36.56,0.22
303,Exit Long,Close entry(s) order buy,2023-11-02 13:35,36.23,457,95.97,0.58,6563.70,0.58,100.54,0.61,41.13,0.25
303,Entry Long,buy,2023-11-02 12:40,36.02,457,95.97,0.58,6563.70,0.58,100.54,0.61,41.13,0.25
302,Exit Long,Close entry(s) order buy,2023-11-02 12:35,35.92,458,-36.64,-0.22,6467.73,-0.22,18.32,0.11,100.76,0.61
302,Entry Long,buy,2023-11-02 11:40,36.00,458,-36.64,-0.22,6467.73,-0.22,18.32,0.11,100.76,0.61
301,Exit Long,Close entry(s) order buy,2023-11-02 11:35,35.95,459,1046.52,6.77,6504.37,6.77,1124.55,7.28,192.78,1.25
301,Entry Long,buy,2023-11-01 14:40,33.67,459,1046.52,6.77,6504.37,6.77,1124.55,7.28,192.78,1.25
300,Exit Long,Close entry(s) order buy,2023-11-01 14:35,33.96,455,209.30,1.37,5457.85,1.37,222.95,1.46,68.25,0.45
300,Entry Long,buy,2023-11-01 13:40,33.50,455,209.30,1.37,5457.85,1.37,222.95,1.46,68.25,0.45
299,Exit Long,Close entry(s) order buy,2023-11-01 13:35,33.42,456,-4.56,-0.03,5248.55,-0.03,100.32,0.66,68.40,0.45
299,Entry Long,buy,2023-11-01 12:40,33.43,456,-4.56,-0.03,5248.55,-0.03,100.32,0.66,68.40,0.45
298,Exit Long,Close entry(s) order buy,2023-11-01 12:35,33.56,454,-22.70,-0.15,5253.11,-0.15,27.24,0.18,81.72,0.54
